file,unix_ts,local_dt,local_tm,column,original_value,recovered_value,method,source_hour_unix_ts,source_samples,confidence,notes
energy_hourly.csv,1528488000,2018-06-08,13:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,main,,416,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528488000,2018-06-08,13:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528484400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,beda,,3,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,bedp,,255,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,frdg,,36,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,gen2,,2,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,main,,375,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528491600,2018-06-08,14:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528488000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,beda,,3,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,bedp,,276,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,frdg,,51,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,gen2,,19,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,gen3,,41,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,main,,430,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528495200,2018-06-08,15:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528491600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,beda,,9,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,bedp,,283,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,frdg,,50,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,gen2,,17,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,gen3,,40,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,gen6,,16,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,main,,444,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528498800,2018-06-08,16:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528495200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,beda,,21,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,bedp,,85,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,frdg,,62,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,gen2,,2,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,gen3,,69,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,gen5,,6,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,gen6,,42,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,kit1,,96,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,kit2,,1,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,main,,411,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528502400,2018-06-08,17:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528498800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,beda,,29,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,bedp,,80,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,frdg,,38,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,gen2,,2,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,gen3,,40,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,gen5,,38,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,gen6,,20,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,main,,277,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528506000,2018-06-08,18:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528502400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,beda,,21,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,bedp,,88,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,boil,,33,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,frdg,,66,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,gen2,,2,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,main,,273,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528509600,2018-06-08,19:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528506000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,beda,,19,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,bedp,,88,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,frdg,,35,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,gen2,,3,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,main,,222,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528513200,2018-06-08,20:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528509600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,beda,,19,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,bedp,,88,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
