file,unix_ts,local_dt,local_tm,column,original_value,recovered_value,method,source_hour_unix_ts,source_samples,confidence,notes
energy_hourly.csv,1528516800,2018-06-08,21:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,frdg,,61,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,gen1,,3,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,gen2,,7,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,gen3,,40,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,gen5,,13,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,gen6,,9,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,main,,269,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528516800,2018-06-08,21:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528513200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,beda,,6,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,bedp,,83,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,boil,,37,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,frdg,,34,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,gen1,,36,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,gen2,,92,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,gen3,,40,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,gen5,,116,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,gen6,,25,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,main,,485,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528520400,2018-06-08,22:00:00,vacu,,1,recovered_1hz_power_mean_ceil,1528516800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,beda,,14,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,bedp,,82,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,frdg,,65,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,gen2,,17,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,main,,255,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528524000,2018-06-08,23:00:00,vacu,,1,recovered_1hz_power_mean_ceil,1528520400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,beda,,6,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,bedp,,69,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,frdg,,37,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,gen2,,10,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,gen5,,10,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,gen6,,3,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,main,,203,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528527600,2018-06-09,00:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528524000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,bedp,,59,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,frdg,,52,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,gen2,,2,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,main,,194,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528531200,2018-06-09,01:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528527600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,bedp,,61,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,frdg,,41,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,gen2,,3,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,main,,186,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528534800,2018-06-09,02:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528531200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,bedp,,66,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,frdg,,44,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,gen2,,3,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,main,,195,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528538400,2018-06-09,03:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528534800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,bedp,,59,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,frdg,,52,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,gen2,,3,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
